CO_MUNICIPIO,ANO,POPULACAO
2706448,2004,8633
2706505,2004,13583
2706604,2004,7674
2706703,2004,59429
2706802,2004,16704
2706901,2004,32200
2707008,2004,2504
2707107,2004,22854
2707206,2004,14111
2707305,2004,24614
2707404,2004,10558
2707503,2004,18764
2707602,2004,12159
2707701,2004,66915
2707800,2004,6749
2707909,2004,6692
2708006,2004,44254
2708105,2004,11289
2708204,2004,6673
2708303,2004,20596
2708402,2004,27638
2708501,2004,28673
2708600,2004,43265
2708709,2004,6354
2708808,2004,31396
2708907,2004,14283
2708956,2004,13296
2709004,2004,6019
2709103,2004,17168
2709152,2004,40584
2709202,2004,23907
2709301,2004,59233
2709400,2004,27644
2800100,2004,2331
2800209,2004,19406
2800308,2004,491898
2800407,2004,11124
2800506,2004,17021
2800605,2004,20413
2800670,2004,24790
2800704,2004,7308
2801009,2004,16075
2801108,2004,4017
2801207,2004,20977
2801306,2004,27243
2801405,2004,18977
2801504,2004,10671
2801603,2004,5509
2801702,2004,15980
2801900,2004,3811
2802007,2004,3585
2802106,2004,61636
2802205,2004,5402
2802304,2004,12843
2802403,2004,11824
2802502,2004,2529
2802601,2004,5695
2802700,2004,8874
2802809,2004,13945
2802908,2004,82957
2803005,2004,37798
2803104,2004,5348
2803203,2004,28128
2803302,2004,15352
2803401,2004,14288
2803500,2004,89075
2803609,2004,25928
2803708,2004,6230
2803807,2004,3546
2803906,2004,12250
2804003,2004,15850
2804102,2004,11541
2804201,2004,12612
2804300,2004,7316
2804409,2004,20141
2804458,2004,8123
2804508,2004,28671
2804607,2004,23523
2804706,2004,6718
2804805,2004,164569
2804904,2004,11554
2805000,2004,2879
2805109,2004,8249
2805208,2004,5662
2805307,2004,8495
2805406,2004,29032
2805505,2004,21157
2805604,2004,26787
2805703,2004,28562
2805802,2004,20336
2805901,2004,8740
2806008,2004,16161
2806107,2004,7853
2806206,2004,19984
2806305,2004,14503
2806404,2004,6289
2806503,2004,3714
2806602,2004,10694
2806701,2004,73415
2806800,2004,10034
2806909,2004,2691
2807006,2004,3609
2807105,2004,39182
2807204,2004,7231
2807303,2004,2860
2807402,2004,46043
2807501,2004,13641
2807600,2004,21391
2900108,2004,9228
2900207,2004,14776
2900306,2004,15055
2900355,2004,14604
2900405,2004,15012
2900504,2004,12814
2900603,2004,4650
2900702,2004,136868
2900801,2004,23323
2900900,2004,6763
2901007,2004,32689
2901106,2004,24829
2901155,2004,15956
2901205,2004,25681
2901304,2004,13678
2901353,2004,15058
2901403,2004,14008
2901502,2004,9334
2901601,2004,12497
2901700,2004,11770
2901809,2004,7476
2901908,2004,17296
2901957,2004,7015
2902005,2004,15505
2902054,2004,12087
2902104,2004,48735
2902203,2004,10090
2902252,2004,9999
2902302,2004,8673
2902401,2004,17873
2902500,2004,11336
2902609,2004,19829
2902658,2004,10985
2902708,2004,46459
2902807,2004,28131
2902906,2004,49014
2903003,2004,15301
2903102,2004,7245
2903201,2004,130512
2903235,2004,12118
2903276,2004,12725
2903300,2004,7576
2903409,2004,18986
2903508,2004,19376
2903607,2004,14652
2903706,2004,24155
2903805,2004,19048
2903904,2004,57248
2903953,2004,10644
2904001,2004,11855
2904050,2004,13834
2904100,2004,23494
2904209,2004,12851
2904308,2004,16526
2904407,2004,7476
2904506,2004,11685
2904605,2004,63976
2904704,2004,18235
2904753,2004,20495
2904803,2004,18484
2904852,2004,16072
2904902,2004,31507
2905008,2004,21636
2905107,2004,10227
2905156,2004,14318
2905206,2004,47507
2905305,2004,16760
2905404,2004,9457
2905503,2004,9127
2905602,2004,27993
2905701,2004,186399
2905800,2004,34077
2905909,2004,28367
2906006,2004,61859
2906105,2004,9880
2906204,2004,21698
2906303,2004,36504
2906402,2004,9810
2906501,2004,81319
2906600,2004,11875
2906709,2004,31055
2906808,2004,32483
2906824,2004,13760
2906857,2004,9208
2906873,2004,26088
2906899,2004,12641
2906907,2004,20733
2907004,2004,8872
2907103,2004,28148
2907202,2004,60292
2907301,2004,24939
2907400,2004,2999
2907509,2004,48425
2907558,2004,8689
2907608,2004,16121
2907707,2004,10462
2907806,2004,32849
2907905,2004,15317
2908002,2004,26204
2908101,2004,18446
2908200,2004,18256
2908309,2004,19102
2908408,2004,58358
2908507,2004,27881
2908606,2004,22620
2908705,2004,18123
2908804,2004,4008
2908903,2004,24783
2909000,2004,6925
2909109,2004,15651
2909208,2004,20964
2909307,2004,31906
2909406,2004,13833
2909505,2004,5145
2909604,2004,20196
2909703,2004,12668
2909802,2004,56738
2909901,2004,30866
2910008,2004,16102
2910057,2004,52553
2910107,2004,10785
2910206,2004,3668
2910305,2004,7871
2910404,2004,38856
2910503,2004,42538
2910602,2004,29295
2910701,2004,54949
2910727,2004,91085
2910750,2004,18614
2910776,2004,6180
2910800,2004,519173
2910859,2004,17297
2910909,2004,4989
2911006,2004,10421
2911105,2004,19760
2911204,2004,27519
2911253,2004,3599
2911303,2004,9701
2911402,2004,15454
2911501,2004,11328
2911600,2004,16809
2911659,2004,15043
2911709,2004,74876
2911808,2004,23743
2911857,2004,13997
2911907,2004,29751
2912004,2004,13305
2912103,2004,27989
2912202,2004,16373
2912301,2004,14869
2912400,2004,14291
2912509,2004,13508
2912608,2004,3806
2912707,2004,19813
2912806,2004,6483
2912905,2004,25791
2913002,2004,13127
2913101,2004,18223
2913200,2004,24600
2913309,2004,4052
2913408,2004,14810
2913457,2004,16122
2913507,2004,26237
2913606,2004,221294
2913705,2004,31545
2913804,2004,19413
2913903,2004,42788
2914000,2004,61271
2914109,2004,8801
2914208,2004,6366
2914307,2004,17735
2914406,2004,19015
2914505,2004,25827
2914604,2004,60785
2914653,2004,28259
2914703,2004,61611
2914802,2004,202523
2914901,2004,17960
2915007,2004,13857
2915106,2004,14667
2915205,2004,15793
2915304,2004,7646
2915353,2004,9500
2915403,2004,7968
2915502,2004,21269
2915601,2004,64060
2915700,2004,8099
2915809,2004,34415
2915908,2004,6789
2916005,2004,20364
2916104,2004,20941
2916203,2004,14123
2916302,2004,11151
2916401,2004,60217
2916500,2004,28579
2916609,2004,10335
2916708,2004,8210
2916807,2004,16773
2916856,2004,14065
2916906,2004,14079
2917003,2004,36128
2917102,2004,19434
2917201,2004,17584
2917300,2004,25970
2917334,2004,10308
2917359,2004,9568
2917409,2004,13305
2917508,2004,76479
2917607,2004,50340
2917706,2004,25499
2917805,2004,13387
2917904,2004,10952
2918001,2004,148449
2918100,2004,33103
2918209,2004,14600
2918308,2004,21171
2918357,2004,18842
2918407,2004,198065
2918456,2004,10512
2918506,2004,16025
2918555,2004,7087
2918605,2004,11421
2918704,2004,3577
2918753,2004,13682
2918803,2004,20259
2918902,2004,3199
2919009,2004,3391
2919058,2004,8933
2919108,2004,9137
2919157,2004,26684
2919207,2004,136258
2919306,2004,9590
2919405,2004,11456
2919504,2004,39913
2919553,2004,21454
2919603,2004,11984
2919702,2004,14870
2919801,2004,45301
2919900,2004,9557
2919926,2004,13500
2919959,2004,15372
2920007,2004,7066
2920106,2004,19734
2920205,2004,15821
2920304,2004,9014
2920403,2004,16539
2920452,2004,11434
2920502,2004,34007
2920601,2004,41085
2920700,2004,18812
2920809,2004,9294
2920908,2004,13997
2921005,2004,33611
2921054,2004,10937
2921104,2004,20299
2921203,2004,30295
2921302,2004,13488
2921401,2004,14061
2921450,2004,16476
2921500,2004,56231
2921609,2004,9205
2921708,2004,35894
2921807,2004,12439
2921906,2004,15400
2922003,2004,33427
2922052,2004,15826
2922102,2004,16357
2922201,2004,7280
2922250,2004,9460
2922300,2004,33779
2922409,2004,20447
2922508,2004,26576
2922607,2004,10660
2922656,2004,13075
2922706,2004,16162
2922730,2004,6044
2922755,2004,5454
2922805,2004,6569
2922854,2004,7773
2922904,2004,24267
2923001,2004,35414
2923035,2004,7639
2923050,2004,14891
2923100,2004,25164
2923209,2004,21960
2923308,2004,7772
2923357,2004,16957
2923407,2004,19905
2923506,2004,7711
2923605,2004,18732
2923704,2004,29474
2923803,2004,26880
2923902,2004,11442
2924009,2004,101568
2924058,2004,11727
2924108,2004,6739
2924207,2004,18057
2924306,2004,19320
2924405,2004,30079
2924504,2004,14939
2924603,2004,19238
2924652,2004,11195
2924678,2004,8714
2924702,2004,19059
2924801,2004,16400
2924900,2004,6748
2925006,2004,20774
2925105,2004,47486
2925204,2004,28085
2925253,2004,17195
2925303,2004,127048
2925402,2004,16729
2925501,2004,28481
2925600,2004,13999
2925709,2004,18543
2925758,2004,19850
2925808,2004,25357
2925907,2004,27617
2925931,2004,7177
2925956,2004,22614
2926004,2004,37219
2926103,2004,10681
2926202,2004,22756
2926301,2004,28566
2926400,2004,29353
2926509,2004,13883
2926608,2004,48200
2926657,2004,17547
2926707,2004,13710
2926806,2004,15312
2926905,2004,11963
2927002,2004,36070
2927101,2004,7267
2927200,2004,28500
2927309,2004,10960
2927408,2004,2631831
2927507,2004,18531
2927606,2004,18757
2927705,2004,32791
2927804,2004,7216
2927903,2004,11529
2928000,2004,31120
2928059,2004,15084
2928109,2004,41124
2928208,2004,23867
2928307,2004,8292
2928406,2004,24429
2928505,2004,8612
2928604,2004,60597
2928703,2004,84057
2928802,2004,43268
2928901,2004,19021
2928950,2004,7628
2929008,2004,14477
2929057,2004,11677
2929107,2004,20290
2929206,2004,29383
2929255,2004,18683
2929305,2004,28391
2929354,2004,4898
2929370,2004,6736
2929404,2004,10384
2929503,2004,41568
2929602,2004,17095
2929701,2004,19084
2929750,2004,11310
2929800,2004,11539
2929909,2004,38764
2930006,2004,9382
2930105,2004,59669
2930154,2004,32311
2930204,2004,34551
2930303,2004,18293
2930402,2004,17762
2930501,2004,74171
2930600,2004,11926
2930709,2004,105117
2930758,2004,13318
2930766,2004,19587
2930774,2004,21385
2930808,2004,12968
2930907,2004,13305
2931004,2004,20934
2931053,2004,16463
2931103,2004,6013
2931202,2004,15362
2931301,2004,18790
2931350,2004,118681
2931400,2004,8516
2931509,2004,19848
2931608,2004,12643
2931707,2004,13202
2931806,2004,20927
2931905,2004,53170
2932002,2004,26840
2932101,2004,20485
2932200,2004,25286
2932309,2004,19701
2932408,2004,13751
2932457,2004,15474
2932507,2004,35111
2932606,2004,16128
2932705,2004,14967
2932804,2004,16807
2932903,2004,82936
2933000,2004,19820
2933059,2004,13728
2933109,2004,7045
2933158,2004,12620
2933174,2004,8679
2933208,2004,33656
2933257,2004,6699
2933307,2004,281684
2933406,2004,9562
2933455,2004,13655
2933505,2004,27672
2933604,2004,46947
3100104,2004,6422
3100203,2004,23217
3100302,2004,13324
3100401,2004,4043
3100500,2004,11307
3100609,2004,18834
3100708,2004,2238
3100807,2004,3749
3100906,2004,18254
3101003,2004,12706
3101102,2004,24420
3101201,2004,6394
3101300,2004,2823
3101409,2004,3023
3101508,2004,34984
3101607,2004,74272
3101631,2004,5244
3101706,2004,36254
3101805,2004,7076
3101904,2004,18182
3102001,2004,13674
3102050,2004,5197
3102100,2004,13703
3102209,2004,4806
3102308,2004,15723
3102407,2004,3339
3102506,2004,5090
3102605,2004,35323
3102704,2004,8394
3102803,2004,12214
3102852,2004,8849
3102902,2004,11413
3103009,2004,10184
3103108,2004,1557
3103207,2004,2231
3103306,2004,1925
3103405,2004,36681
3103504,2004,107459
3103603,2004,3043
3103702,2004,7938
3103751,2004,5790
3103801,2004,2555
3103900,2004,6581
3104007,2004,83659
3104106,2004,8433
3104205,2004,35390
3104304,2004,12952
3104403,2004,3215
3104452,2004,4444
3104502,2004,18009
3104601,2004,12007
3104700,2004,16161
3104809,2004,4868
3104908,2004,17974
3105004,2004,8038
3105103,2004,22274
3105202,2004,5064
3105301,2004,5309
3105400,2004,24981
3105509,2004,6242
3105608,2004,121397
3105707,2004,6862
3105905,2004,19049
3106002,2004,9975
3106101,2004,3146
3106200,2004,2350564
3106309,2004,20952
3106408,2004,7629
3106507,2004,12848
3106606,2004,4242
3106655,2004,4259
3106705,2004,376318
3106804,2004,4156
3106903,2004,13590
3107000,2004,2701
3107109,2004,39157
3107208,2004,5003
3107307,2004,44571
3107406,2004,42310
3107505,2004,6852
3107604,2004,3831
3107703,2004,4748
3107802,2004,15482
3107901,2004,11342
3108008,2004,17368
3108107,2004,6703
3108206,2004,6161
3108255,2004,8058
3108305,2004,15746
3108404,2004,15539
3108503,2004,6631
3108552,2004,11952
3108602,2004,30571
3108701,2004,4733
3108800,2004,4840
3108909,2004,15911
3109006,2004,30362
3109105,2004,11006
3109204,2004,10590
3109253,2004,3769
3109303,2004,21411
3109402,2004,26636
3109451,2004,6336
3109501,2004,14499
3109600,2004,3844
3109709,2004,11187
3109808,2004,2316
3109907,2004,9170
3110004,2004,37863
3110103,2004,4256
3110202,2004,4431
3110301,2004,12968
3110400,2004,3389
3110509,2004,22389
3110608,2004,25409
3110707,2004,13066
3110806,2004,3538
3110905,2004,15041
3111002,2004,22150
3111101,2004,18597
3111150,2004,3705
3111200,2004,51578
3111309,2004,11720
3111408,2004,5743
3111507,2004,13695
3111606,2004,27872
3111705,2004,4470
3111804,2004,7885
3111903,2004,5696
3112000,2004,14898
3112059,2004,3979
3112109,2004,5374
3112208,2004,4874
3112307,2004,34140
3112406,2004,7488
3112505,2004,8698
3112604,2004,14066
3112653,2004,4211
3112703,2004,13822
3112802,2004,8206
3112901,2004,9351
3113008,2004,20572
3113107,2004,3487
3113206,2004,22198
3113305,2004,32383
3113404,2004,81151
3113503,2004,9363
3113602,2004,5965
3113701,2004,21331
3113800,2004,2248
3113909,2004,12278
3114006,2004,10487
3114105,2004,13188
3114204,2004,18564
3114303,2004,30538
3114402,2004,20893
3114501,2004,14714
3114550,2004,8451
3114600,2004,3558
3114709,2004,3353
3114808,2004,4760
3114907,2004,2352
3115003,2004,2618
3115102,2004,18027
3115201,2004,4084
3115300,2004,66977
3115359,2004,4459
3115409,2004,3241
3115458,2004,7481
3115474,2004,5117
3115508,2004,23482
3115607,2004,1231
3115706,2004,6602
3115805,2004,8416
3115904,2004,1915
3116001,2004,5732
3116100,2004,14935
3116159,2004,8750
3116209,2004,2988
3116308,2004,6399
3116407,2004,4669
3116506,2004,8170
3116605,2004,24595
3116704,2004,7060
3116803,2004,8870
3116902,2004,2779
3117009,2004,10186
3117108,2004,9482
3117207,2004,2827
3117306,2004,18748
3117405,2004,3974
3117504,2004,18594
3117603,2004,5252
3117702,2004,13197
3117801,2004,9562
3117836,2004,6405
3117876,2004,5520
3117900,2004,9563
3118007,2004,44279
3118106,2004,5084
3118205,2004,5615
3118304,2004,109904
3118403,2004,20872
3118502,2004,1694
3118601,2004,583386
3118700,2004,9816
3118809,2004,26047
3118908,2004,8558
3119005,2004,3528
3119104,2004,24264
3119203,2004,10803
3119302,2004,28734
3119401,2004,102588
3119500,2004,9105
3119609,2004,2719
3119708,2004,3286
3119807,2004,3318
3119906,2004,3775
3119955,2004,5465
3120003,2004,3512
3120102,2004,4004
3120151,2004,5395
3120201,2004,9865
3120300,2004,5881
3120409,2004,5260
3120508,2004,10514
3120607,2004,4425
3120706,2004,4055
3120805,2004,14838
3120839,2004,4333
3120870,2004,6543
3120904,2004,71871
3121001,2004,5213
3121100,2004,8120
3121209,2004,6515
3121258,2004,5366
3121308,2004,4761
3121407,2004,6798
3121506,2004,3050
3121605,2004,44238
3121704,2004,3875
3121803,2004,10212
3121902,2004,3280
3122009,2004,19463
3122108,2004,4803
3122207,2004,6764
3122306,2004,200636
3122355,2004,5203
3122405,2004,5858
3122454,2004,6793
3122470,2004,3923
3122504,2004,5117
3122603,2004,4564
3122702,2004,4791
3122801,2004,3118
3122900,2004,5648
3123007,2004,8910
3123106,2004,5368
3123205,2004,14645
3123304,2004,4674
3123403,2004,1403
3123502,2004,1889
3123528,2004,7596
3123601,2004,23268
3123700,2004,9620
3123809,2004,6838
3123858,2004,5167
3123908,2004,13555
3124005,2004,17771
3124104,2004,58784
3124203,2004,21033
3124302,2004,31169
3124401,2004,4222
3124500,2004,10717
3124609,2004,2703
3124708,2004,3399
3124807,2004,6703
3124906,2004,9736
3125002,2004,3773
3125101,2004,21736
3125200,2004,2475
3125309,2004,3864
3125408,2004,5692
3125507,2004,2946
3125606,2004,6364
3125705,2004,13224
3125804,2004,2197
3125903,2004,11409
3125952,2004,9999
3126000,2004,5952
3126109,2004,65869
3126208,2004,6175
3126307,2004,3738
3126406,2004,2515
3126505,2004,10349
3126604,2004,4910
3126703,2004,22828
3126752,2004,6126
3126802,2004,5446
3126901,2004,8654
3126950,2004,3032
3127008,2004,9600
3127057,2004,4799
3127073,2004,6520
3127107,2004,49204
3127206,2004,3622
3127305,2004,6871
3127339,2004,5298
3127354,2004,2864
3127370,2004,2712
3127388,2004,3438
3127404,2004,4249
3127503,2004,5482
3127602,2004,11808
3127701,2004,255651
3127800,2004,15196
3127909,2004,1433
3128006,2004,29190
3128105,2004,14527
3128204,2004,10119
3128253,2004,4731
3128303,2004,19848
3128402,2004,8763
3128501,2004,4347
3128600,2004,7034
3128709,2004,50845
3128808,2004,7651
3128907,2004,6715
3129004,2004,8726
3129103,2004,6495
3129202,2004,5863
3129301,2004,9578
3129400,2004,5287
3129509,2004,22443
3129608,2004,7330
3129657,2004,6883
3129707,2004,11105
3129806,2004,161208
3129905,2004,3614
3130002,2004,2849
3130051,2004,9290
3130101,2004,29479
3130200,2004,8057
3130309,2004,8221
3130408,2004,5367
3130507,2004,11429
3130556,2004,6578
3130606,2004,6611
3130655,2004,7759
3130705,2004,5657
3130804,2004,2543
3130903,2004,24578
3131000,2004,5415
3131109,2004,6159
3131158,2004,15929
3131208,2004,16751
3131307,2004,229133
3131406,2004,3977
3131505,2004,9577
3131604,2004,6635
3131703,2004,104846
3131802,2004,9603
3131901,2004,40882
3132008,2004,3404
3132107,2004,18638
3132206,2004,11626
3132305,2004,11833
3132404,2004,88770
3132503,2004,29800
3132602,2004,3972
3132701,2004,23424
3132800,2004,2493
3132909,2004,11472
3133006,2004,13310
3133105,2004,13757
3133204,2004,11113
3133303,2004,21739
3133402,2004,12155
3133501,2004,20660
3133600,2004,8301
3133709,2004,9108
3133758,2004,15096
3133808,2004,82232
3133907,2004,6412
3134004,2004,14003
3134103,2004,5225
3134202,2004,91407
3134301,2004,6526
3134400,2004,30923
3134509,2004,4055
3134608,2004,13948
3134707,2004,12045
3134806,2004,7786
3134905,2004,19758
3135001,2004,2911
3135050,2004,32109
3135076,2004,4710
3135100,2004,67511
3135209,2004,62849
3135308,2004,3554
3135357,2004,8822
3135407,2004,5675
3135456,2004,6257
3135506,2004,12905
3135605,2004,8444
3135704,2004,5234
3135803,2004,22986
3135902,2004,5068
3136009,2004,14646
3136108,2004,6451
3136207,2004,70461
3136306,2004,42369
3136405,2004,3580
3136504,2004,10040
3136520,2004,4791
3136553,2004,3590
3136579,2004,4590
3136603,2004,5715
3136652,2004,19946
3136702,2004,493121
3136801,2004,3947
3136900,2004,8245
3136959,2004,6164
3137007,2004,15437
3137106,2004,7495
3137205,2004,42833
3137304,2004,4625
3137403,2004,12188
3137502,2004,16469
3137536,2004,8411
3137601,2004,43865
3137700,2004,20706
3137809,2004,19366
3137908,2004,3595
3138005,2004,6217
3138104,2004,6510
3138203,2004,85380
3138302,2004,3380
3138351,2004,4838
3138401,2004,51972
3138500,2004,5662
3138609,2004,16255
3138625,2004,5698
3138658,2004,8350
3138674,2004,6860
3138682,2004,6575
3138708,2004,5630
3138807,2004,17039
3138906,2004,6941
3139003,2004,37015
3139102,2004,5125
3139201,2004,19272
3139250,2004,5702
3139300,2004,23375
3139409,2004,71561
3139508,2004,21429
3139607,2004,25645
3139706,2004,6656
3139805,2004,11007
3139904,2004,15109
3140001,2004,51086
3140100,2004,4428
3140159,2004,13211
3140209,2004,2752
3140308,2004,4303
3140407,2004,3472
3140506,2004,11797
3140530,2004,6476
3140555,2004,7716
3140605,2004,4960
3140704,2004,27514
3140803,2004,13025
3140852,2004,7341
3140902,2004,17286
3141009,2004,12678
3141108,2004,33529
3141207,2004,3879
3141306,2004,3197
3141405,2004,21580
3141504,2004,5777
3141603,2004,10054
3141702,2004,6713
3141801,2004,31203
3141900,2004,3813
3142007,2004,12816
3142106,2004,9536
3142205,2004,12437
3142254,2004,4623
3142304,2004,4769
3142403,2004,7030
3142502,2004,2393
3142601,2004,7904
3142700,2004,17222
3142809,2004,18051
3142908,2004,23130
3143005,2004,12817
3143104,2004,48616
3143153,2004,4660
3143203,2004,22198
3143302,2004,336132
3143401,2004,18640
3143450,2004,6616
3143500,2004,8092
3143609,2004,2912
3143708,2004,3664
3143807,2004,7171
3143906,2004,97628
3144003,2004,26515
3144102,2004,21975
3144201,2004,2670
3144300,2004,40864
3144359,2004,5653
3144375,2004,3362
3144409,2004,4789
3144508,2004,7404
3144607,2004,25208
3144656,2004,9653
3144672,2004,4337
3144706,2004,17830
3144805,2004,70537
3144904,2004,3936
3145000,2004,9156
3145059,2004,7552
3145109,2004,14988
3145208,2004,47469
3145307,2004,30302
3145356,2004,10553
3145372,2004,4886
3145406,2004,2315
3145455,2004,4572
3145505,2004,2456
3145604,2004,39830
3145703,2004,2126
3145802,2004,2966
3145851,2004,4473
3145877,2004,7015
3145901,2004,31902
3146008,2004,28812
3146107,2004,68208
3146206,2004,5351
3146255,2004,5673
3146305,2004,17551
3146404,2004,4721
3146503,2004,7661
3146552,2004,5983
3146602,2004,1728
3146701,2004,6308
3146750,2004,9762
3146909,2004,13679
3147006,2004,81599
3147105,2004,79068
3147204,2004,20196
3147303,2004,18978
3147402,2004,22111
3147501,2004,2081
3147600,2004,15597
3147709,2004,8648
3147808,2004,2036
3147907,2004,103670
3147956,2004,5323
3148004,2004,134622
3148103,2004,79480
3148202,2004,5072
3148301,2004,9418
3148400,2004,4779
3148509,2004,5802
3148608,2004,17097
3148707,2004,24398
3148756,2004,6581
3148806,2004,3804
3148905,2004,3726
3149002,2004,1922
3149101,2004,12527
3149150,2004,9326
3149200,2004,2833
3149309,2004,60300
3149408,2004,1887
3149507,2004,3170
3149606,2004,3989
3149705,2004,6303
3149804,2004,13200
3149903,2004,19986
3149952,2004,7414
3150000,2004,3877
3150109,2004,3001
3150158,2004,5631
3150208,2004,3852
3150307,2004,5077
3150406,2004,4299
3150505,2004,8384
3150539,2004,3755
3150570,2004,7650
3150604,2004,6739
3150703,2004,2551
3150802,2004,17358
3150901,2004,5220
3151008,2004,7927
3151107,2004,10569
3151206,2004,52326
3151305,2004,12165
3151404,2004,23344
3151503,2004,30756
3151602,2004,8804
3151701,2004,15831
3151800,2004,148712
3151909,2004,9159
3152006,2004,29033
3152105,2004,56720
3152131,2004,3938
3152170,2004,11349
3152204,2004,38357
3152303,2004,9492
3152402,2004,14833
3152501,2004,119572
3152600,2004,7072
3152709,2004,7873
3152808,2004,23031
3152907,2004,9126
3153004,2004,3078
3153103,2004,5553
3153202,2004,4333
3153301,2004,2961
3153400,2004,18132
3153509,2004,8983
3153608,2004,8957
3153707,2004,3058
3153806,2004,1823
3153905,2004,14313
3154002,2004,23808
3154101,2004,9988
3154150,2004,6556
3154200,2004,10659
3154309,2004,16706
3154408,2004,4557
3154457,2004,8340
3154507,2004,8925
3154606,2004,299687
3154705,2004,3625
3154804,2004,7962
3154903,2004,15205
3155009,2004,2158
3155108,2004,4963
3155207,2004,6676
3155306,2004,4741
3155405,2004,8791
3155504,2004,12593
3155603,2004,27965
3155702,2004,14375
3155801,2004,17116
3155900,2004,5374
3156007,2004,14414
3156106,2004,5254
3156205,2004,2092
3156304,2004,6209
3156403,2004,3914
3156452,2004,4183
3156502,2004,10298
3156601,2004,9099
3156700,2004,128492
3156809,2004,16379
3156908,2004,21810
3157005,2004,37577
3157104,2004,6261
3157203,2004,25239
3157252,2004,7750
3157278,2004,2255
3157302,2004,4590
3157336,2004,7753
3157377,2004,4981
3157401,2004,4840
3157500,2004,4892
3157609,2004,3997
3157658,2004,5750
3157708,2004,8210
3157807,2004,209057
3157906,2004,14179
3158003,2004,10301
3158102,2004,5503
3158201,2004,14249
3158300,2004,7867
3158409,2004,3272
3158508,2004,8310
3158607,2004,3957
3158706,2004,2098
3158805,2004,4701
3158904,2004,8325
3158953,2004,20760
3159001,2004,3911
3159100,2004,3841
3159209,2004,9288
3159308,2004,5267
3159357,2004,5356
3159407,2004,3736
3159506,2004,6044
3159605,2004,33802
3159704,2004,3241
3159803,2004,16253
3159902,2004,17318
3160009,2004,3526
3160108,2004,4269
3160207,2004,4660
3160306,2004,12170
3160405,2004,26292
3160454,2004,7019
3160504,2004,1680
3160603,2004,3377
3160702,2004,47725
3160801,2004,4343
3160900,2004,3325
3160959,2004,5610
3161007,2004,17078
3161056,2004,3304
3161106,2004,54282
3161205,2004,6728
3161304,2004,5445
3161403,2004,5353
3161502,2004,7642
3161601,2004,4990
3161650,2004,2868
3161700,2004,5228
3161809,2004,8189
3161908,2004,8534
3162005,2004,23692
3162104,2004,31702
3162203,2004,6743
3162252,2004,4588
3162302,2004,2860
3162401,2004,25929
3162450,2004,12080
3162500,2004,81627
3162559,2004,9649
3162575,2004,4579
3162609,2004,8659
3162658,2004,3725
3162708,2004,21456
3162807,2004,15603
3162906,2004,24994
3162922,2004,21509
3162948,2004,6526
3162955,2004,19168
3163003,2004,3993
3163102,2004,3499
3163201,2004,4049
3163300,2004,3667
3163409,2004,5926
3163508,2004,6437
3163607,2004,2459
3163706,2004,40548
3163805,2004,6808
3163904,2004,5898
3164001,2004,8708
3164100,2004,4437
3164209,2004,8029
3164308,2004,6326
3164407,2004,4539
3164431,2004,2796
3164472,2004,5233
3164506,2004,10980
3164605,2004,4438
3164704,2004,63097
3164803,2004,1606
3164902,2004,2065
3165008,2004,10554
3165107,2004,7487
3165206,2004,6463
3165305,2004,6551
3165404,2004,6061
3165503,2004,5035
3165537,2004,21414
3165552,2004,9474
3165560,2004,2770
3165578,2004,5661
3165602,2004,2078
3165701,2004,6781
3165800,2004,2555
3165909,2004,5129
3166006,2004,5927
3166105,2004,3427
3166204,2004,10177
3166303,2004,7302
3166402,2004,1746
3166501,2004,4363
3166600,2004,884
3166709,2004,7134
3166808,2004,10111
3166907,2004,7775
3166956,2004,3895
3167004,2004,2089
3167103,2004,21869
3167202,2004,205833
3167301,2004,2185
3167400,2004,5870
3167509,2004,2512
3167608,2004,17169
3167707,2004,6000
3167806,2004,5271
3167905,2004,4680
3168002,2004,29440
3168051,2004,3418
3168101,2004,3509
3168200,2004,1726
3168309,2004,3546
3168408,2004,12657
3168507,2004,11726
3168606,2004,128109
3168705,2004,78240
3168804,2004,6364
3168903,2004,7019
3169000,2004,16118
3169059,2004,3976
3169109,2004,5508
3169208,2004,12619
3169307,2004,69522
3169356,2004,24681
3169406,2004,53688
3169505,2004,6046
3169604,2004,23610
3169703,2004,16432
3169802,2004,4542
3169901,2004,94584
3170008,2004,10716
3170057,2004,12471
3170107,2004,274988
3170206,2004,570042
3170305,2004,2835
3170404,2004,74345
3170438,2004,4913
3170479,2004,3463
3170503,2004,10304
3170529,2004,10914
3170578,2004,7101
3170602,2004,2158
3170651,2004,4804
3170701,2004,119760
3170750,2004,5104
3170800,2004,32728
3170909,2004,19929
3171006,2004,18994
3171030,2004,7571
3171071,2004,5490
3171105,2004,2780
3171154,2004,4724
3171204,2004,91009
3171303,2004,71624
3171402,2004,4032
3171501,2004,3634
3171600,2004,13542
3171709,2004,8781
3171808,2004,10180
3171907,2004,5748
3172004,2004,34726
3172103,2004,5118
3172202,2004,2652
3200102,2004,33318
3200136,2004,9486
3200169,2004,12777
3200201,2004,32377
3200300,2004,14113
3200359,2004,6695
3200409,2004,21352
3200508,2004,7933
3200607,2004,70898
3200706,2004,9179
3200805,2004,28177
3200904,2004,38551
3201001,2004,14077
3201100,2004,9874
3201159,2004,12611
3201209,2004,191033
3201308,2004,349811
3201407,2004,34351
3201506,2004,109226
