CO_MUNICIPIO,ANO,POPULACAO
3303906,2014,298017
3303955,2014,23691
3304003,2014,27579
3304102,2014,18293
3304110,2014,17970
3304128,2014,13415
3304144,2014,142709
3304151,2014,22261
3304201,2014,124316
3304300,2014,57284
3304409,2014,17768
3304508,2014,8838
3304524,2014,127171
3304557,2014,6453682
3304607,2014,10253
3304706,2014,41108
3304755,2014,41343
3304805,2014,37710
3304904,2014,1031903
3305000,2014,34273
3305109,2014,460711
3305133,2014,7175
3305158,2014,20812
3305208,2014,95318
3305307,2014,9033
3305406,2014,17608
3305505,2014,80915
3305554,2014,82090
3305604,2014,21336
3305703,2014,15099
3305752,2014,32140
3305802,2014,171482
3305901,2014,10348
3306008,2014,78998
3306107,2014,73445
3306156,2014,9966
3306206,2014,35275
3306305,2014,262259
3500105,2014,35001
3500204,2014,3631
3500303,2014,34530
3500402,2014,7984
3500501,2014,18212
3500550,2014,5911
3500600,2014,3073
3500709,2014,36339
3500758,2014,5460
3500808,2014,4083
3500907,2014,4035
3501004,2014,16159
3501103,2014,4183
3501152,2014,17924
3501202,2014,3883
3501301,2014,24568
3501400,2014,4984
3501509,2014,3153
3501608,2014,226970
3501707,2014,37691
3501806,2014,5930
3501905,2014,69808
3502002,2014,4672
3502101,2014,57198
3502200,2014,23917
3502309,2014,6215
3502408,2014,3970
3502507,2014,36184
3502606,2014,4432
3502705,2014,25349
3502754,2014,19636
3502804,2014,191662
3502903,2014,30713
3503000,2014,5451
3503109,2014,6343
3503158,2014,2532
3503208,2014,224304
3503307,2014,127661
3503356,2014,1907
3503406,2014,8299
3503505,2014,3849
3503604,2014,11020
3503703,2014,9187
3503802,2014,49346
3503901,2014,82651
3503950,2014,1851
3504008,2014,100911
3504107,2014,135895
3504206,2014,14897
3504305,2014,5243
3504404,2014,12516
3504503,2014,87820
3504602,2014,16109
3504701,2014,4629
3504800,2014,8703
3504909,2014,10728
3505005,2014,3326
3505104,2014,7064
3505203,2014,33761
3505302,2014,36315
3505351,2014,5550
3505401,2014,7853
3505500,2014,118521
3505609,2014,30873
3505708,2014,259555
3505807,2014,21064
3505906,2014,60128
3506003,2014,364562
3506102,2014,77558
3506201,2014,2855
3506300,2014,11146
3506359,2014,55138
3506409,2014,7602
3506508,2014,117143
3506607,2014,30830
3506706,2014,14452
3506805,2014,11691
3506904,2014,10694
3507001,2014,54594
3507100,2014,22508
3507159,2014,3802
3507209,2014,835
3507308,2014,4586
3507407,2014,15454
3507456,2014,2489
3507506,2014,137899
3507605,2014,158856
3507704,2014,5400
3507753,2014,2746
3507803,2014,23134
3507902,2014,23192
3508009,2014,19484
3508108,2014,16449
3508207,2014,4313
3508306,2014,4410
3508405,2014,45830
3508504,2014,90426
3508603,2014,32046
3508702,2014,18952
3508801,2014,17424
3508900,2014,4204
3509007,2014,94516
3509106,2014,5490
3509205,2014,70710
3509254,2014,29010
3509304,2014,10287
3509403,2014,25009
3509452,2014,5869
3509502,2014,1154617
3509601,2014,79982
3509700,2014,50541
3509809,2014,4808
3509908,2014,12601
3509957,2014,4788
3510005,2014,31063
3510104,2014,2773
3510153,2014,4812
3510203,2014,47498
3510302,2014,19212
3510401,2014,52559
3510500,2014,111524
3510609,2014,390073
3510708,2014,12257
3510807,2014,29739
3510906,2014,2640
3511003,2014,19620
3511102,2014,118853
3511201,2014,7553
3511300,2014,8662
3511409,2014,18909
3511508,2014,44320
3511607,2014,16943
3511706,2014,16268
3511904,2014,7856
3512001,2014,18177
3512100,2014,6203
3512209,2014,26914
3512308,2014,17286
3512407,2014,22945
3512506,2014,5685
3512605,2014,4965
3512704,2014,4027
3512803,2014,65628
3512902,2014,7396
3513009,2014,225306
3513108,2014,33831
3513207,2014,8176
3513306,2014,2234
3513405,2014,80749
3513504,2014,126105
3513603,2014,22167
3513702,2014,32790
3513801,2014,409613
3513850,2014,1766
3513900,2014,11547
3514007,2014,8513
3514106,2014,26324
3514205,2014,2145
3514304,2014,8890
3514403,2014,45600
3514502,2014,12576
3514601,2014,9028
3514700,2014,6352
3514809,2014,15289
3514908,2014,16926
3514924,2014,3406
3514957,2014,2484
3515004,2014,259053
3515103,2014,66792
3515129,2014,3162
3515152,2014,18153
3515186,2014,43756
3515194,2014,4574
3515202,2014,8460
3515301,2014,2756
3515350,2014,9685
3515400,2014,15925
3515509,2014,67836
3515608,2014,5748
3515657,2014,1658
3515707,2014,182544
3515806,2014,1666
3515905,2014,3027
3516002,2014,13854
3516101,2014,2821
3516200,2014,339461
3516309,2014,166505
3516408,2014,143817
3516507,2014,2790
3516606,2014,6956
3516705,2014,44506
3516804,2014,4534
3516853,2014,4662
3516903,2014,10966
3517000,2014,11249
3517109,2014,4759
3517208,2014,11511
3517307,2014,5676
3517406,2014,39567
3517505,2014,19728
3517604,2014,18002
3517703,2014,20823
3517802,2014,8555
3517901,2014,10683
3518008,2014,2021
3518107,2014,6640
3518206,2014,32187
3518305,2014,28016
3518404,2014,118378
3518503,2014,16513
3518602,2014,38128
3518701,2014,308989
3518800,2014,1312197
3518859,2014,7394
3518909,2014,5064
3519006,2014,9217
3519055,2014,13046
3519071,2014,212527
3519105,2014,10923
3519204,2014,6505
3519253,2014,7704
3519303,2014,33178
3519402,2014,11740
3519501,2014,7290
3519600,2014,57098
3519709,2014,75845
3519808,2014,7938
3519907,2014,8002
3520004,2014,24376
3520103,2014,29549
3520202,2014,9301
3520301,2014,30259
3520400,2014,31599
3520426,2014,10102
3520442,2014,26242
3520509,2014,226602
3520608,2014,4946
3520707,2014,3978
3520806,2014,3854
3520905,2014,14483
3521002,2014,32568
3521101,2014,6778
3521150,2014,4941
3521200,2014,4351
3521309,2014,15378
3521408,2014,22191
3521507,2014,7721
3521606,2014,8155
3521705,2014,18086
3521804,2014,25792
3521903,2014,15141
3522000,2014,3556
3522109,2014,94977
3522158,2014,3334
3522208,2014,165327
3522307,2014,155436
3522406,2014,92265
3522505,2014,220250
3522604,2014,72514
3522653,2014,4109
3522703,2014,42135
3522802,2014,15090
3522901,2014,13178
3523008,2014,4674
3523107,2014,348739
3523206,2014,49963
3523305,2014,16602
3523404,2014,111620
3523503,2014,19520
3523602,2014,16938
3523701,2014,6277
3523800,2014,7819
3523909,2014,165511
3524006,2014,52627
3524105,2014,40776
3524204,2014,6864
3524303,2014,75436
3524402,2014,224826
3524501,2014,6361
3524600,2014,17826
3524709,2014,50719
3524808,2014,48825
3524907,2014,5981
3525003,2014,117457
3525102,2014,41228
3525201,2014,26921
3525300,2014,141703
3525409,2014,3223
3525508,2014,12610
3525607,2014,4389
3525706,2014,35197
3525805,2014,4663
3525854,2014,3092
3525904,2014,397965
3526001,2014,19918
3526100,2014,19446
3526209,2014,30443
3526308,2014,4960
3526407,2014,27122
3526506,2014,10297
3526605,2014,7002
3526704,2014,98460
3526803,2014,65587
3526902,2014,294128
3527009,2014,7377
3527108,2014,75612
3527207,2014,86764
3527256,2014,2238
3527306,2014,42796
3527405,2014,21059
3527504,2014,2355
3527603,2014,13046
3527702,2014,5449
3527801,2014,4536
3527900,2014,2741
3528007,2014,16961
3528106,2014,8006
3528205,2014,3751
3528304,2014,3230
3528403,2014,45729
3528502,2014,90627
3528601,2014,9529
3528700,2014,5345
3528809,2014,13878
3528858,2014,2852
3528908,2014,4064
3529005,2014,230336
3529104,2014,2155
3529203,2014,25641
3529302,2014,80990
3529401,2014,448776
3529500,2014,5089
3529609,2014,3923
3529658,2014,1933
3529708,2014,21602
3529807,2014,12642
3529906,2014,20660
3530003,2014,2988
3530102,2014,28902
3530201,2014,17901
3530300,2014,57390
3530409,2014,4622
3530508,2014,68695
3530607,2014,419839
3530706,2014,146114
3530805,2014,91027
3530904,2014,3426
3531001,2014,2227
3531100,2014,51580
3531209,2014,7665
3531308,2014,49186
3531407,2014,23579
3531506,2014,19339
3531605,2014,4187
3531704,2014,4424
3531803,2014,54462
3531902,2014,31310
3532009,2014,12779
3532058,2014,4571
3532108,2014,4395
3532157,2014,2943
3532207,2014,4611
3532306,2014,6803
3532405,2014,17625
3532504,2014,9012
3532603,2014,11254
3532702,2014,4753
3532801,2014,6462
3532827,2014,9205
3532843,2014,2059
3532868,2014,1206
3532900,2014,10276
3533007,2014,20534
3533106,2014,2279
3533205,2014,3507
3533254,2014,5202
3533304,2014,3787
3533403,2014,56008
3533502,2014,39191
3533601,2014,7210
3533700,2014,4299
3533809,2014,2652
3533908,2014,53010
3534005,2014,4169
3534104,2014,6394
3534203,2014,6370
3534302,2014,42354
3534401,2014,693271
3534500,2014,2614
3534609,2014,32353
3534708,2014,109489
3534757,2014,9392
3534807,2014,8274
3534906,2014,13896
3535002,2014,12070
3535101,2014,12132
3535200,2014,9647
3535309,2014,22041
3535408,2014,15374
3535507,2014,44555
3535606,2014,18083
3535705,2014,6249
3535804,2014,19164
3535903,2014,4001
3536000,2014,11110
3536109,2014,6051
3536208,2014,19316
3536257,2014,2126
3536307,2014,13959
3536406,2014,6895
3536505,2014,95221
3536570,2014,1837
3536604,2014,8909
3536703,2014,44498
3536802,2014,6027
3536901,2014,2582
3537008,2014,16450
3537107,2014,45052
3537156,2014,3062
3537206,2014,10880
3537305,2014,61726
3537404,2014,25755
3537503,2014,8111
3537602,2014,64531
3537701,2014,5683
3537800,2014,54523
3537909,2014,28097
3538006,2014,158864
3538105,2014,16180
3538204,2014,14247
3538303,2014,3672
3538501,2014,14199
3538600,2014,26532
3538709,2014,388412
3538808,2014,29599
3538907,2014,24325
3539004,2014,11167
3539103,2014,17372
3539202,2014,26374
3539301,2014,74128
3539400,2014,12968
3539509,2014,37860
3539608,2014,4876
3539707,2014,3406
3539806,2014,112917
3539905,2014,5780
3540002,2014,21220
3540101,2014,3523
3540200,2014,45119
3540259,2014,4388
3540309,2014,2593
3540408,2014,4284
3540507,2014,9162
3540606,2014,51628
3540705,2014,54413
3540754,2014,21984
3540804,2014,16557
3540853,2014,3433
3540903,2014,19450
3541000,2014,293695
3541059,2014,4967
3541109,2014,4192
3541208,2014,13645
3541307,2014,43348
3541406,2014,220599
3541505,2014,39337
3541604,2014,38380
3541653,2014,3539
3541703,2014,13603
3541802,2014,3114
3541901,2014,12419
3542008,2014,6389
3542107,2014,8979
3542206,2014,29755
3542305,2014,3941
3542404,2014,19602
3542503,2014,8432
3542602,2014,56203
3542701,2014,7139
3542800,2014,3418
3542909,2014,12831
3543006,2014,17866
3543105,2014,4545
3543204,2014,4574
3543238,2014,2247
3543253,2014,7675
3543303,2014,119644
3543402,2014,658059
3543501,2014,6017
3543600,2014,3586
3543709,2014,10782
3543808,2014,10152
3543907,2014,198413
3544004,2014,32489
3544103,2014,47731
3544202,2014,11600
3544251,2014,18803
3544301,2014,10257
3544400,2014,2950
3544509,2014,3039
3544608,2014,5477
3544707,2014,2458
3544806,2014,5929
3544905,2014,11333
3545001,2014,16576
3545100,2014,5116
3545159,2014,7714
3545209,2014,113127
3545308,2014,43148
3545407,2014,9190
3545506,2014,4026
3545605,2014,15098
3545704,2014,5956
3545803,2014,189233
3546009,2014,14465
3546108,2014,2139
3546207,2014,4292
3546256,2014,2070
3546306,2014,32384
3546405,2014,46366
3546504,2014,5691
3546603,2014,31113
3546702,2014,24272
3546801,2014,54363
3546900,2014,8651
3547007,2014,5840
3547106,2014,2933
3547205,2014,1610
3547304,2014,123825
3547403,2014,2574
3547502,2014,27457
3547601,2014,25459
3547650,2014,1517
3547700,2014,21051
3547809,2014,707613
3547908,2014,6692
3548005,2014,22176
3548054,2014,8109
3548104,2014,6065
3548203,2014,6750
3548302,2014,2988
3548401,2014,4572
3548500,2014,433565
3548609,2014,10848
3548708,2014,811489
3548807,2014,157205
3548906,2014,238958
3549003,2014,2861
3549102,2014,88477
3549201,2014,2618
3549250,2014,1875
3549300,2014,2145
3549409,2014,49690
3549508,2014,8791
3549607,2014,4188
3549706,2014,54209
3549805,2014,438354
3549904,2014,681036
3549953,2014,15028
3550001,2014,10726
3550100,2014,40200
3550209,2014,32696
3550308,2014,11895893
3550407,2014,33966
3550506,2014,7538
3550605,2014,85502
3550704,2014,81718
3550803,2014,12374
3550902,2014,15041
3551009,2014,353040
3551108,2014,9734
3551207,2014,3700
3551306,2014,3293
3551405,2014,12908
3551504,2014,42264
3551603,2014,28103
3551702,2014,118864
3551801,2014,13190
3551900,2014,16646
3552007,2014,6121
3552106,2014,39227
3552205,2014,637187
3552304,2014,7702
3552403,2014,262308
3552502,2014,282441
3552551,2014,3693
3552601,2014,12027
3552700,2014,15738
3552809,2014,268321
3552908,2014,6067
3553005,2014,12314
3553104,2014,6179
3553203,2014,5605
3553302,2014,23187
3553401,2014,25335
3553500,2014,8085
3553609,2014,13084
3553658,2014,2817
3553708,2014,56398
3553807,2014,23123
3553856,2014,5548
3553906,2014,7099
3553955,2014,14027
3554003,2014,115515
3554102,2014,299423
3554201,2014,4788
3554300,2014,22551
3554409,2014,9036
3554508,2014,39765
3554607,2014,2704
3554656,2014,2365
3554706,2014,9801
3554755,2014,1650
3554805,2014,44399
3554904,2014,5694
3554953,2014,6452
3555000,2014,65596
3555109,2014,15066
3555208,2014,2005
3555307,2014,1912
3555356,2014,5822
3555406,2014,85399
3555505,2014,4662
3555604,2014,9927
3555703,2014,1733
3555802,2014,9128
3555901,2014,1240
3556008,2014,13426
3556107,2014,12217
3556206,2014,118312
3556305,2014,24663
3556354,2014,9704
3556404,2014,41547
3556453,2014,47879
3556503,2014,115403
3556602,2014,11014
3556701,2014,71217
3556800,2014,18311
3556909,2014,7830
3556958,2014,1815
3557006,2014,116706
3557105,2014,90508
3557154,2014,2542
3557204,2014,12482
3557303,2014,10772
4100103,2014,7852
4100202,2014,6374
4100301,2014,8892
4100400,2014,111586
4100459,2014,3544
4100509,2014,21619
4100608,2014,14427
4100707,2014,10317
4100806,2014,10965
4100905,2014,5885
4101002,2014,18439
4101051,2014,2922
4101101,2014,20931
4101150,2014,2959
4101200,2014,19414
4101309,2014,7573
4101408,2014,129265
4101507,2014,113833
4101606,2014,27362
4101655,2014,3469
4101705,2014,13971
4101804,2014,131356
4101853,2014,2389
4101903,2014,16322
4102000,2014,34008
4102109,2014,25862
4102208,2014,4007
4102307,2014,12200
4102406,2014,32718
4102505,2014,12583
4102604,2014,10187
4102703,2014,2817
4102752,2014,3887
4102802,2014,15589
4102901,2014,16448
4103008,2014,4518
4103024,2014,2739
4103040,2014,6692
4103057,2014,7998
4103107,2014,11996
4103156,2014,3800
4103206,2014,6906
4103222,2014,3368
4103305,2014,7608
4103354,2014,5770
4103370,2014,3086
4103404,2014,2853
4103453,2014,16321
4103479,2014,4310
4103503,2014,8464
4103602,2014,25051
4103701,2014,103036
4103800,2014,7657
4103909,2014,15353
4103958,2014,4113
4104006,2014,41447
4104055,2014,4309
4104105,2014,7623
4104204,2014,122443
4104253,2014,27143
4104303,2014,92300
4104402,2014,16484
4104428,2014,15741
4104451,2014,13424
4104501,2014,19229
4104600,2014,15659
4104659,2014,21233
4104709,2014,14289
4104808,2014,309259
4104907,2014,70454
4105003,2014,10463
4105102,2014,11346
4105201,2014,17689
4105300,2014,11589
4105409,2014,20034
4105508,2014,76456
4105607,2014,11937
4105706,2014,17436
4105805,2014,229872
4105904,2014,23542
4106001,2014,8693
4106100,2014,3813
4106209,2014,17300
4106308,2014,17016
4106407,2014,48487
4106456,2014,7553
4106506,2014,21939
4106555,2014,3817
4106571,2014,4380
4106605,2014,21149
4106704,2014,4646
4106803,2014,18755
4106852,2014,3166
4106902,2014,1864416
4107009,2014,14720
4107108,2014,5501
4107124,2014,3575
4107157,2014,5242
4107207,2014,38768
4107256,2014,8120
4107306,2014,6036
4107405,2014,6209
4107504,2014,14303
4107520,2014,1922
4107538,2014,4255
4107546,2014,4591
4107553,2014,3422
4107603,2014,17084
4107652,2014,90648
4107702,2014,4912
4107736,2014,5981
4107751,2014,8315
4107801,2014,5137
4107850,2014,4812
4107900,2014,6397
4108007,2014,11265
4108106,2014,2662
4108205,2014,7381
4108304,2014,263647
4108320,2014,6448
4108403,2014,85486
4108452,2014,5277
4108502,2014,14039
4108551,2014,3279
4108601,2014,29722
4108650,2014,7553
4108700,2014,6425
4108809,2014,32394
4108908,2014,6500
4108957,2014,8415
4109005,2014,3959
4109104,2014,2290
4109203,2014,5404
4109302,2014,14181
4109401,2014,176973
4109500,2014,7988
4109609,2014,34767
4109658,2014,5834
4109708,2014,30464
4109757,2014,6329
4109807,2014,51802
4109906,2014,8723
4110003,2014,4241
4110052,2014,2300
4110078,2014,12246
4110102,2014,30713
4110201,2014,11294
4110300,2014,3110
4110409,2014,4469
4110508,2014,14895
4110607,2014,14981
4110656,2014,2537
4110706,2014,59339
4110805,2014,10730
4110904,2014,4649
4110953,2014,10056
4111001,2014,6869
4111100,2014,6183
4111209,2014,11335
4111258,2014,26371
4111308,2014,3411
4111407,2014,13541
4111506,2014,32705
4111555,2014,7958
4111605,2014,3180
4111704,2014,5166
4111803,2014,40232
4111902,2014,13059
4112009,2014,34285
4112108,2014,21131
4112207,2014,6226
4112306,2014,5065
4112405,2014,9095
4112504,2014,12280
4112603,2014,1416
4112702,2014,12447
4112751,2014,9017
4112801,2014,11447
4112900,2014,3469
4112959,2014,7726
4113007,2014,6931
4113106,2014,4473
4113205,2014,47294
4113254,2014,6337
4113304,2014,32036
4113403,2014,4182
4113429,2014,3831
4113452,2014,5247
4113502,2014,22448
4113601,2014,4658
4113700,2014,543003
4113734,2014,7479
4113759,2014,5159
4113809,2014,4832
4113908,2014,13522
4114005,2014,14017
4114104,2014,21419
4114203,2014,34150
4114302,2014,24516
4114351,2014,3003
4114401,2014,17367
4114500,2014,13635
4114609,2014,50299
4114708,2014,6007
4114807,2014,34096
4114906,2014,9083
4115002,2014,7117
4115101,2014,10534
4115200,2014,391698
4115309,2014,6558
4115358,2014,5802
4115408,2014,14434
4115457,2014,4917
4115507,2014,4750
4115606,2014,17186
4115705,2014,32148
4115739,2014,3716
4115754,2014,9534
4115804,2014,44523
4115853,2014,5357
4115903,2014,2345
4116000,2014,1890
4116059,2014,10830
4116109,2014,12754
4116208,2014,16381
4116307,2014,3883
4116406,2014,4059
4116505,2014,1509
4116604,2014,3556
4116703,2014,11659
4116802,2014,6833
4116901,2014,27783
4116950,2014,5211
4117008,2014,8361
4117057,2014,11988
4117107,2014,13461
4117206,2014,5758
4117214,2014,4135
4117222,2014,8044
4117255,2014,10710
4117271,2014,6943
4117297,2014,2906
4117305,2014,23530
4117404,2014,3485
4117453,2014,5952
4117503,2014,38846
4117602,2014,46996
4117701,2014,33613
4117800,2014,14626
4117909,2014,30598
4118006,2014,12839
4118105,2014,10968
4118204,2014,149467
4118303,2014,3016
4118402,2014,86218
4118451,2014,5239
4118501,2014,78136
4118600,2014,5737
4118709,2014,7256
4118808,2014,14116
4118857,2014,5960
4118907,2014,10852
4119004,2014,6783
4119103,2014,12086
4119152,2014,125808
4119202,2014,6417
4119251,2014,2732
4119301,2014,31800
4119400,2014,24786
4119509,2014,102798
4119608,2014,32626
4119657,2014,3039
4119707,2014,4264
4119806,2014,13944
4119905,2014,334535
4119954,2014,23816
4120002,2014,14086
4120101,2014,4755
4120150,2014,3601
4120200,2014,2606
4120309,2014,4141
4120333,2014,3641
4120358,2014,5600
4120408,2014,5101
4120507,2014,11222
4120606,2014,51281
4120655,2014,4855
4120705,2014,7377
4120804,2014,21738
4120853,2014,3981
4120903,2014,32693
4121000,2014,12210
4121109,2014,5030
4121208,2014,18257
4121257,2014,4359
4121307,2014,4004
4121356,2014,2850
4121406,2014,16978
4121505,2014,14812
4121604,2014,6986
4121703,2014,26397
4121752,2014,7757
4121802,2014,10952
4121901,2014,13692
4122008,2014,14913
4122107,2014,3372
4122156,2014,13532
4122172,2014,4072
4122206,2014,32092
4122305,2014,33157
4122404,2014,62590
4122503,2014,11212
4122602,2014,9441
4122651,2014,5437
4122701,2014,6524
4122800,2014,4213
4122909,2014,5223
4123006,2014,14450
4123105,2014,3726
4123204,2014,3625
4123303,2014,8194
4123402,2014,11297
4123501,2014,25159
4123600,2014,1784
4123709,2014,8915
4123808,2014,14039
4123824,2014,3986
4123857,2014,11159
4123907,2014,12496
4123956,2014,3815
4124004,2014,5291
4124020,2014,10528
4124053,2014,22353
4124103,2014,45031
4124202,2014,2765
4124301,2014,2359
4124400,2014,19855
4124509,2014,5468
4124608,2014,6713
4124707,2014,11570
4124806,2014,10743
4124905,2014,6044
4125001,2014,11342
4125100,2014,14583
4125209,2014,9307
4125308,2014,5673
4125357,2014,6051
4125407,2014,6567
4125456,2014,3864
4125506,2014,292934
4125555,2014,2175
4125605,2014,44179
4125704,2014,27061
4125753,2014,6440
4125803,2014,10733
4125902,2014,2490
4126009,2014,8935
4126108,2014,5626
4126207,2014,6910
4126256,2014,89388
4126272,2014,5333
4126306,2014,19229
4126355,2014,4659
4126405,2014,5771
4126504,2014,16315
4126603,2014,19881
4126652,2014,3329
4126678,2014,13518
4126702,2014,4954
4126801,2014,15572
4126900,2014,5878
4127007,2014,11321
4127106,2014,75054
4127205,2014,16674
4127304,2014,16197
4127403,2014,17461
4127502,2014,20283
4127601,2014,15776
4127700,2014,130295
4127809,2014,8696
4127858,2014,12212
4127882,2014,7347
4127908,2014,8873
4127957,2014,8252
4127965,2014,13860
4128005,2014,21916
4128104,2014,107319
4128203,2014,55874
4128302,2014,2581
4128401,2014,11711
4128500,2014,19843
4128534,2014,10934
4128559,2014,9038
4128609,2014,7853
4128625,2014,3116
4128633,2014,5822
4128658,2014,4080
4128708,2014,6801
4128807,2014,6047
4200051,2014,2643
4200101,2014,17651
4200200,2014,10115
4200309,2014,5239
4200408,2014,7121
4200507,2014,6346
4200556,2014,2419
4200606,2014,6020
4200705,2014,9794
4200754,2014,1997
4200804,2014,6066
4200903,2014,5109
4201000,2014,8055
4201109,2014,3256
4201208,2014,8012
4201257,2014,10211
4201273,2014,4273
4201307,2014,31030
4201406,2014,65090
4201505,2014,8251
4201604,2014,3563
4201653,2014,2276
4201703,2014,7732
4201802,2014,3296
4201901,2014,5668
4201950,2014,11248
4202008,2014,124557
4202057,2014,9580
4202073,2014,9551
4202081,2014,2836
4202099,2014,1815
4202107,2014,25662
4202131,2014,6219
4202156,2014,2696
4202206,2014,11037
4202305,2014,63440
4202404,2014,334002
4202438,2014,3408
4202453,2014,16897
4202503,2014,4598
4202537,2014,2771
4202578,2014,2158
4202602,2014,9498
4202701,2014,4864
4202800,2014,31319
4202859,2014,3627
4202875,2014,2690
4202909,2014,119719
4203006,2014,75048
4203105,2014,6259
4203154,2014,3407
4203204,2014,72261
4203253,2014,2682
4203303,2014,11982
4203402,2014,7358
4203501,2014,9098
4203600,2014,34721
4203709,2014,11452
4203808,2014,54079
4203907,2014,21928
4203956,2014,23342
4204004,2014,10244
4204103,2014,4118
4204152,2014,2784
4204178,2014,3417
4204194,2014,2892
4204202,2014,202009
4204251,2014,16009
4204301,2014,72073
4204350,2014,4114
4204400,2014,10236
4204459,2014,2527
4204509,2014,14925
4204558,2014,14063
4204608,2014,204667
4204707,2014,10944
4204756,2014,1937
4204806,2014,39061
4204905,2014,8558
4205001,2014,15283
4205100,2014,3955
4205159,2014,3883
4205175,2014,3135
4205191,2014,2079
4205209,2014,4456
4205308,2014,10784
4205357,2014,1603
4205407,2014,461524
4205431,2014,2589
4205456,2014,24694
4205506,2014,35781
4205555,2014,2301
4205605,2014,3297
4205704,2014,20545
4205803,2014,16435
4205902,2014,63826
4206009,2014,13801
4206108,2014,6448
4206207,2014,11148
4206306,2014,21046
4206405,2014,10433
4206504,2014,39869
4206603,2014,5076
4206652,2014,4743
4206702,2014,22083
4206751,2014,1971
4206801,2014,3336
4206900,2014,18255
4207007,2014,52284
4207106,2014,13309
4207205,2014,11117
4207304,2014,42708
4207403,2014,5993
4207502,2014,61968
4207577,2014,2861
4207601,2014,4675
4207650,2014,8769
4207684,2014,7193
4207700,2014,7467
4207759,2014,4175
4207809,2014,10033
4207858,2014,2046
4207908,2014,10916
4208005,2014,6383
4208104,2014,21139
4208203,2014,201557
4208302,2014,55016
4208401,2014,16253
4208450,2014,17521
4208500,2014,23777
4208609,2014,4040
4208708,2014,10642
4208807,2014,18704
4208906,2014,160143
4208955,2014,1697
4209003,2014,28705
4209102,2014,554601
4209151,2014,4850
4209177,2014,2150
4209201,2014,2244
4209300,2014,158846
4209409,2014,44316
4209458,2014,1479
4209508,2014,6500
4209607,2014,14919
4209706,2014,12091
4209805,2014,3258
4209854,2014,4659
4209904,2014,11200
4210001,2014,11653
4210035,2014,5700
4210050,2014,1823
4210100,2014,55012
4210209,2014,3389
4210308,2014,7841
4210407,2014,6873
4210506,2014,23975
4210555,2014,2046
4210605,2014,15806
4210704,2014,2729
4210803,2014,7076
4210852,2014,2450
4210902,2014,4158
4211009,2014,11034
4211058,2014,9650
4211108,2014,8476
4211207,2014,17052
4211256,2014,2925
4211306,2014,70565
4211405,2014,4654
4211454,2014,4338
4211504,2014,13379
4211603,2014,14285
4211652,2014,2643
4211702,2014,22311
4211751,2014,17593
4211801,2014,7418
4211850,2014,2272
4211876,2014,1668
4211892,2014,2383
4211900,2014,154244
4212007,2014,7699
4212056,2014,2512
4212106,2014,16266
4212205,2014,18681
4212239,2014,3838
4212254,2014,7681
4212270,2014,4351
4212304,2014,7124
4212403,2014,4089
4212502,2014,28718
4212601,2014,2931
4212650,2014,9761
4212700,2014,6110
4212809,2014,19976
4212908,2014,18284
4213005,2014,3353
4213104,2014,4424
4213153,2014,2782
4213203,2014,30598
4213302,2014,4855
4213351,2014,3389
4213401,2014,11405
4213500,2014,18630
4213609,2014,34717
4213708,2014,16154
4213807,2014,7374
4213906,2014,1670
4214003,2014,16210
4214102,2014,2312
4214151,2014,2862
4214201,2014,10201
4214300,2014,2838
4214409,2014,6245
4214508,2014,6149
4214607,2014,7355
4214706,2014,11019
4214805,2014,66251
4214904,2014,4569
4215000,2014,41386
4215059,2014,2484
4215075,2014,4775
4215109,2014,11325
4215208,2014,5320
4215307,2014,7573
4215356,2014,3923
4215406,2014,4536
4215455,2014,11532
4215505,2014,16413
4215554,2014,2331
4215604,2014,2122
4215653,2014,8285
4215679,2014,8873
4215687,2014,2720
4215695,2014,1389
4215703,2014,21572
4215752,2014,2593
4215802,2014,79971
4215901,2014,2966
4216008,2014,10849
4216057,2014,5308
4216107,2014,9523
4216206,2014,47547
4216255,2014,6235
4216305,2014,31534
4216354,2014,3606
4216404,2014,7205
4216503,2014,26045
4216602,2014,228561
4216701,2014,13902
4216800,2014,8941
4216909,2014,23017
4217006,2014,12192
4217105,2014,3232
4217154,2014,1885
4217204,2014,38575
4217253,2014,5256
4217303,2014,9454
4217402,2014,18186
4217501,2014,17395
4217550,2014,3317
4217600,2014,13593
4217709,2014,28589
4217758,2014,2661
4217808,2014,17959
4217907,2014,8767
4217956,2014,1733
4218004,2014,34628
4218103,2014,5385
4218202,2014,40515
4218251,2014,7563
4218301,2014,18843
4218350,2014,3746
4218400,2014,7052
4218509,2014,7082
4218608,2014,6979
4218707,2014,102087
4218756,2014,4644
4218806,2014,12452
4218855,2014,2751
4218905,2014,11058
4218954,2014,2502
4219002,2014,20915
4219101,2014,3590
4219150,2014,2674
4219176,2014,4713
4219200,2014,6372
4219309,2014,50349
4219358,2014,5156
4219408,2014,3805
4219507,2014,47679
4219606,2014,4095
4219705,2014,27336
4219853,2014,3190
4220000,2014,11824
4300034,2014,4671
4300059,2014,3839
4300109,2014,17140
4300208,2014,7403
4300307,2014,6935
4300406,2014,78768
4300455,2014,4188
4300471,2014,2098
4300505,2014,7752
4300554,2014,1841
4300570,2014,3017
4300604,2014,205683
4300638,2014,6737
4300646,2014,7565
4300661,2014,1286
4300703,2014,6228
4300802,2014,13274
4300851,2014,3769
4300877,2014,5249
4300901,2014,6663
